web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,etat,marque,annee,boite_vitesse,adresse,prix,image_lien-src
"1706252998-156","https://www.expat-dakar.com/voitures?page=35","Nissan navara 2016
VenantNissan2016Automatique
Rufisque,
Dakar

mardi, 08:09

18 500 000 F Cfa

771016697","https://www.expat-dakar.com/annonce/nissan-navara-2016-5987359","Venant","Nissan","2016","Automatique","Rufisque

Dakar","18 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e390c33aaed6b7774353d3717d9dc278/-/horizon-files-prod/ed/picture/qj4r7p7g/436a3fc039e0ab92aef7f8ffb1ac3d0901e5d164.jpg"
"1706253000-157","https://www.expat-dakar.com/voitures?page=35","Jeep Cherokee 2018
VenantJeep2018Automatique
Sicap Liberté,
Dakar

mardi, 08:09

9 800 000 F Cfa

772205160","https://www.expat-dakar.com/annonce/jeep-cherokee-2018-5987345","Venant","Jeep","2018","Automatique","Sicap Liberté

Dakar","9 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/84b30e856a75812763e06317daa9839e/-/horizon-files-prod/ed/picture/q785rpr8/df9c6f2697a365b01dc5a5ea8c15d5a6975a7980.jpg"
"1706253003-158","https://www.expat-dakar.com/voitures?page=35","Forfait escape 2013
VenantFord2013Automatique
Hlm,
Dakar

19. oct. '23, 11:07

5 900 000 F Cfa

775406818","https://www.expat-dakar.com/annonce/forfait-escape-2013-5909222","Venant","Ford","2013","Automatique","Hlm

Dakar","5 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c62917b6956ea28478496907b799f36f/-/horizon-files-prod/ed/picture/q6xkd0k7/91748802984b00c221a13915eafc9141814feae7.jpg"
"1706253005-159","https://www.expat-dakar.com/voitures?page=35","KIA SELTOS 2020
VenantKia2020Automatique
Yoff,
Dakar

mardi, 08:10

24 000 000 F Cfa

781474457","https://www.expat-dakar.com/annonce/kia-seltos-2020-5987322","Venant","Kia","2020","Automatique","Yoff

Dakar","24 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fffcdcfb39b6690d17180591972ab7a2/-/horizon-files-prod/ed/picture/q6xk4nm7/281ea796182d7a453ae2d94b1f33ae5e2b397b85.jpg"
"1706253008-160","https://www.expat-dakar.com/voitures?page=35","Peugeot 508 année 2015
VenantPeugeot2015Automatique
Parcelles Assainies,
Dakar

lundi, 13:42

7 300 000 F Cfa

772751825

763797804

772751825","https://www.expat-dakar.com/annonce/peugeot-508-annee-2015-5980832","Venant","Peugeot","2015","Automatique","Parcelles Assainies

Dakar","7 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ce0ef6a61ccb9e19b03b235c1f031c19/-/horizon-files-prod/ed/picture/qrzv0wq2/ddcc1bfd947154e4685427350a156cf5bba7484e.jpg"
"1706253013-161","https://www.expat-dakar.com/voitures?page=34","HYUNDAI KONA 2019
VenantHyundai2019Automatique
VDN,
Dakar

mardi, 08:59

13 500 000 F Cfa

781665454

781665454","https://www.expat-dakar.com/annonce/hyundai-kona-2019-5987643","Venant","Hyundai","2019","Automatique","VDN

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/605002c784c96a6745941d6c55716969/-/horizon-files-prod/ed/picture/qzvd5rdq/0fe148481c6b9c12bdc35c75c9de816893780c33.jpg"
"1706253015-162","https://www.expat-dakar.com/voitures?page=34","Citroen Berlingo 2015
VenantCitroen2015Manuelle
Avenue Bourguiba,
Dakar

mardi, 09:04

4 700 000 F Cfa

776411006","https://www.expat-dakar.com/annonce/citroen-berlingo-2015-5987156","Venant","Citroen","2015","Manuelle","Avenue Bourguiba

Dakar","4 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/23008ca80584b0d3d9a56ad6999a0066/-/horizon-files-prod/ed/picture/qm5p96pd/eabba36d60dca53752c0728b66125cf4ae587482.jpg"
"1706253017-163","https://www.expat-dakar.com/voitures?page=34","LEXUS UX200 2021 4WD
VenantLexus2021Automatique
Liberte 6,
Dakar

mardi, 09:10

Vendeur vérifié

26 000 000 F Cfa

778809060","https://www.expat-dakar.com/annonce/lexus-ux200-2021-4wd-5987655","Venant","Lexus","2021","Automatique","Liberte 6

Dakar","26 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/00ab12e07b81c8e84077d29a9072744b/-/horizon-files-prod/ed/picture/qxj2ewp2/9c6fb59457362d0b8ccc24705db8c1c6e6c976a0.jpg"
"1706253020-164","https://www.expat-dakar.com/voitures?page=34","MITSUBISHI OUTLANDER 2015
VenantMitsubishi2015Automatique
Point-e,
Dakar

11. janv., 12:18

8 800 000 F Cfa

771026605

774520065","https://www.expat-dakar.com/annonce/mitsubishi-outlander-2015-5975683","Venant","Mitsubishi","2015","Automatique","Point-e

Dakar","8 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/86224cd62f21c119688d0a0a954c8bf2/-/horizon-files-prod/ed/picture/q2jqd0gp/f967a30a0289178ff4532bc5672ab95af2d08003.jpg"
"1706253022-165","https://www.expat-dakar.com/voitures?page=34","Suzuki vitara 2017
D'occasionSuzuki2017Automatique
Almadies,
Dakar

mardi, 09:28

7 600 000 F Cfa

778841959","https://www.expat-dakar.com/annonce/suzuki-vitara-2017-5964127","D'occasion","Suzuki","2017","Automatique","Almadies

Dakar","7 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a84e473b8c28e282e97f2e3f128c596/-/horizon-files-prod/ed/picture/qngx2dnv/2fd210cea74fb4e267032dfb034bd3e31c23ae9a.jpg"
"1706253025-166","https://www.expat-dakar.com/voitures?page=34","Nissan Rogue SELECT 2015 version 4x4
VenantNissan2015Automatique
Yoff,
Dakar

mardi, 09:58

6 999 999 F Cfa

781078080","https://www.expat-dakar.com/annonce/nissan-rogue-select-2015-version-4x4-5987706","Venant","Nissan","2015","Automatique","Yoff

Dakar","6 999 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9202553d45cd6e8546907452c7105e02/-/horizon-files-prod/ed/picture/qwe25ngj/56e0eadb0dc40fc6509aeebe6f5a0f9d5b23837c.jpg"
"1706253027-167","https://www.expat-dakar.com/voitures?page=34","Jeep Cherokee Limited
VenantJeep2017Automatique
Mamelles,
Dakar

mardi, 10:36

9 600 000 F Cfa

777989020","https://www.expat-dakar.com/annonce/jeep-cherokee-limited-5974560","Venant","Jeep","2017","Automatique","Mamelles

Dakar","9 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c662816c40688ef84e4c1cdf51807b59/-/horizon-files-prod/ed/picture/qpd67wwx/a27a30fee9e7f2a3d93806ff4446030fbffaad79.jpg"
"1706253030-168","https://www.expat-dakar.com/voitures?page=34","Jeep grand Cherokee limité
VenantJeep2016Automatique
Castor,
Dakar

mardi, 10:42

13 500 000 F Cfa

779975858","https://www.expat-dakar.com/annonce/jeep-grand-cherokee-limite-5969058","Venant","Jeep","2016","Automatique","Castor

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3a17b4581507b7e210aecc72b9face36/-/horizon-files-prod/ed/picture/qkrg2vzj/ada41fdcda95c030c099ff2663530e91e1aa01ee.jpg"
"1706253032-169","https://www.expat-dakar.com/voitures?page=34","JEEP GRAND CHEROKEE LAREDO 2015
NeufJeep2015Automatique
Cité Damel,
Dakar

mardi, 10:52

12 000 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/jeep-grand-cherokee-laredo-2015-5923930","Neuf","Jeep","2015","Automatique","Cité Damel

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/24ff11a438e1ce544a5f33aff8e63c93/-/horizon-files-prod/ed/picture/q8v5pkdx/20740a28096d4154486be499a95d16f1402b4856.jpg"
"1706253034-170","https://www.expat-dakar.com/voitures?page=34","FORD FIESTA
D'occasionFord2011Manuelle
Hlm,
Dakar

mardi, 12:21

2 500 000 F Cfa

762718524

775106425","https://www.expat-dakar.com/annonce/ford-fiesta-5987776","D'occasion","Ford","2011","Manuelle","Hlm

Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41349685f1857bd00b42bb14bd3788a6/-/horizon-files-prod/ed/picture/qrzv467m/eec38a7860c10572bebcbb8705f3fb135367f2e0.jpg"
"1706253039-171","https://www.expat-dakar.com/voitures?page=33","Lexus ( XR 350 )
D'occasionLexus2010Automatique
Ngor,
Dakar

Hier, 16:05

4 200 000 F Cfa

775913043","https://www.expat-dakar.com/annonce/lexus-xr-350-5986018","D'occasion","Lexus","2010","Automatique","Ngor

Dakar","4 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e498fd29ae8184727d3ae56fa060325/-/horizon-files-prod/ed/picture/qdekjkpg/91982713a44e23539545b4131331ce9ecf50df68.jpg"
"1706253042-172","https://www.expat-dakar.com/voitures?page=33","KIA SPORTAGE 4WD 2017
VenantKia2017Automatique
Sacré-cœur,
Dakar

mardi, 10:57

11 500 000 F Cfa

776617765","https://www.expat-dakar.com/annonce/kia-sportage-4wd-2017-5987778","Venant","Kia","2017","Automatique","Sacré-cœur

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75d412f16be8eb1370e0b98af1d2e5e8/-/horizon-files-prod/ed/picture/qm5p9vnw/4ae8a6b49f2a3c8ac21a7ed396f8d1284966e287.jpg"
"1706253044-173","https://www.expat-dakar.com/voitures?page=33","KIA SPORTAGE 2016
NeufKia2016Automatique
Cité Damel,
Dakar

mardi, 10:54

11 800 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/kia-sportage-2016-5981027","Neuf","Kia","2016","Automatique","Cité Damel

Dakar","11 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ea0d522cf7c02fb4a170055db7344d0c/-/horizon-files-prod/ed/picture/qngxzv2m/a0fe4a69b09c0957aa3f7fef46cb944624e29303.jpg"
"1706253047-174","https://www.expat-dakar.com/voitures?page=33","Auto bétonnière
VenantRexton2000
Almadies,
Dakar

lundi, 16:50

15 000 000 F Cfa

773857318","https://www.expat-dakar.com/annonce/auto-betonniere-5955759","Venant","Rexton","2000","","Almadies

Dakar","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5e4019858a060342657925d52b62099/-/horizon-files-prod/ed/picture/qj4rz5p5/6ede31a05b5829a756cf3c6153cb45ebb3bcb457.jpg"
"1706253049-175","https://www.expat-dakar.com/voitures?page=33","Hyundai Sanata Fe 2013
D'occasionHyundai2013Automatique
Sicap Sacré-cœur,
Dakar

mardi, 11:25

6 900 000 F Cfa

775403448

776571972

338255680","https://www.expat-dakar.com/annonce/hyundai-sanata-fe-2013-5987807","D'occasion","Hyundai","2013","Automatique","Sicap Sacré-cœur

Dakar","6 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/85767a7d07d04ace248fd2e48fd244c4/-/horizon-files-prod/ed/picture/qq478wv4/459949476c289203465cdc89d9754bb4a42d9449.jpg"
"1706253051-176","https://www.expat-dakar.com/voitures?page=33","Hyundai Elantra limited 2015
VenantHyundai2015Automatique
Liberte 6 extension,
Dakar

mardi, 16:19

6 500 000 F Cfa

776974726","https://www.expat-dakar.com/annonce/hyundai-elantra-limited-2015-5986962","Venant","Hyundai","2015","Automatique","Liberte 6 extension

Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ce9f8dfdc7c47a912b2f1de068c45b3/-/horizon-files-prod/ed/picture/qdekj9gm/8dea795d3f3cb3dea2ee9283f02a66fd31195ca1.jpg"
"1706253054-177","https://www.expat-dakar.com/voitures?page=33","DACIA LOGON MCV II 1.5 dCI CELEBRATION NAVI BREAK
VenantDacia2015Manuelle
Plateau,
Dakar

mardi, 11:54

6 000 000 F Cfa

766397301","https://www.expat-dakar.com/annonce/dacia-logon-mcv-ii-15-dci-celebration-navi-break-5987832","Venant","Dacia","2015","Manuelle","Plateau

Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cabcdf15dd9194b5395a5beaebb20a75/-/horizon-files-prod/ed/picture/qrzv4648/ec2f5fdfedc71510f083ffd45df8931f2403150e.jpg"
"1706253056-178","https://www.expat-dakar.com/voitures?page=33","Mitsubishi
VenantMitsubishi2016Automatique
Sicap mbao,
Dakar

mardi, 12:05

7 500 000 F Cfa

775639364

775639364

776306602","https://www.expat-dakar.com/annonce/mitsubishi-5987829","Venant","Mitsubishi","2016","Automatique","Sicap mbao

Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d48861bd3322b6aa6516d4029919c12/-/horizon-files-prod/ed/picture/qq478w84/4078d30cff1ba69c8b856f88f8e7b473a899c7b1.jpg"
"1706253059-179","https://www.expat-dakar.com/voitures?page=33","Ford Fusion 2016
VenantFord2016Automatique
Bel air,
Dakar

mardi, 12:05

5 500 000 F Cfa

5 700 000 F Cfa

Économisez 3.5%

776562367","https://www.expat-dakar.com/annonce/ford-fusion-2016-5825007","Venant","Ford","2016","Automatique","Bel air

Dakar","5 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/40013f1fd226b489996299efd6760e54/-/horizon-files-prod/ed/picture/qq4dj474/59d3556523a46d80d7b9b6ceb95aaf15cf763be4.jpg"
"1706253061-180","https://www.expat-dakar.com/voitures?page=33","FORD EXPLORER 2020 XLT
VenantFord2020Automatique
Dieuppeul,
Dakar

mardi, 12:10

30 000 000 F Cfa

772931123

771107501","https://www.expat-dakar.com/annonce/ford-explorer-2020-xlt-5980041","Venant","Ford","2020","Automatique","Dieuppeul

Dakar","30 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/179ed241aa6c6c5ab057447bc6dab7ea/-/horizon-files-prod/ed/picture/q56x52v6/6725903ae447df22881e5ea1c216c2c0226e6b0e.jpg"
"1706253066-181","https://www.expat-dakar.com/voitures?page=32","Volkswagnen Atlas Platinum 2018
VenantVolkswagen2018Automatique
Dieuppeul,
Dakar

mardi, 12:10

26 000 000 F Cfa

772931123

771107501","https://www.expat-dakar.com/annonce/volkswagnen-atlas-platinum-2018-5985379","Venant","Volkswagen","2018","Automatique","Dieuppeul

Dakar","26 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4492ae2ee07a60201720bcc2d1f498f/-/horizon-files-prod/ed/picture/qgq9jgzr/7b40cc317730e8a4939892c84dfba657f44c2b36.jpg"
"1706253068-182","https://www.expat-dakar.com/voitures?page=32","Hyundai Elantra SPORT 2015
VenantHyundai2015Automatique
Cité keur gorgui,
Dakar

mardi, 12:25

6 000 000 F Cfa

779424284","https://www.expat-dakar.com/annonce/hyundai-elantra-sport-2015-5986236","Venant","Hyundai","2015","Automatique","Cité keur gorgui

Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/057042e62a6106e53ad037c93f12c945/-/horizon-files-prod/ed/picture/qkrgv87n/6e514082b6a2c3937804cea98969fdbd81bb6156.jpg"
"1706253071-183","https://www.expat-dakar.com/voitures?page=32","Range Rover Velar 2018
VenantRange Rover2018
Ouest foire,
Dakar

mardi, 12:53

Vendeur vérifié

34 500 000 F Cfa

773304961

775929618","https://www.expat-dakar.com/annonce/range-rover-velar-2018-5987924","Venant","Range Rover","2018","","Ouest foire

Dakar","34 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/14bb212743441b3e64fc4c84ace6c099/-/horizon-files-prod/ed/picture/qv4e59jk/4ec470a3922cf9a0ed2740037276064304444e24.jpg"
"1706253073-184","https://www.expat-dakar.com/voitures?page=32","Ford edge 2013
D'occasionFord2013Automatique
Hlm,
Dakar

mardi, 12:58

4 900 000 F Cfa

775406818","https://www.expat-dakar.com/annonce/ford-edge-2013-5987937","D'occasion","Ford","2013","Automatique","Hlm

Dakar","4 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/39a239d14db85bf76f0a641ef4d22aa6/-/horizon-files-prod/ed/picture/qj4r750v/bdc92fd585cf18baed9bb8a299ce61e1c0f96b83.jpg"
"1706253076-185","https://www.expat-dakar.com/voitures?page=32","Toyota Rav 4 2017
VenantToyota2017Automatique
Ouest foire,
Dakar

mardi, 13:00

Vendeur vérifié

11 500 000 F Cfa

773304961

775929618","https://www.expat-dakar.com/annonce/toyota-rav-4-2017-5987936","Venant","Toyota","2017","Automatique","Ouest foire

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d78978067048b664c7df1f3c9af28806/-/horizon-files-prod/ed/picture/qkrgv6zw/33df837ec318360ba98dd30d8bf1d515b4569890.jpg"
"1706253078-186","https://www.expat-dakar.com/voitures?page=32","Hyundai santafe 2015
D'occasionHyundai2013Automatique
Hlm,
Dakar

mardi, 13:02

9 500 000 F Cfa

775406818","https://www.expat-dakar.com/annonce/hyundai-santafe-2015-5987942","D'occasion","Hyundai","2013","Automatique","Hlm

Dakar","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2e1d853843995e734fa66ced40dff63/-/horizon-files-prod/ed/picture/qenqjpev/d4c591bf619bd9ae2bc8d0f0752b5f19671d99ba.jpg"
"1706253080-187","https://www.expat-dakar.com/voitures?page=32","JAGUAR XJL V6 DIESEL
D'occasionJaguar2005Automatique
Saly Portudal,
Thiès

mardi, 13:22

30 000 000 F Cfa

761931426","https://www.expat-dakar.com/annonce/jaguar-xjl-v6-diesel-5987971","D'occasion","Jaguar","2005","Automatique","Saly Portudal

Thiès","30 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec5235a9fd7382ecc09ce112886150ea/-/horizon-files-prod/ed/picture/qngxn06z/da4e9138c25b95008984ef07ca7a2b75db2f76d8.jpg"
"1706253083-188","https://www.expat-dakar.com/voitures?page=32","Kia sportage limited
VenantKia2015Automatique
Sicap Liberté,
Dakar

mercredi, 20:06

8 600 000 F Cfa

776339207","https://www.expat-dakar.com/annonce/kia-sportage-limited-5987964","Venant","Kia","2015","Automatique","Sicap Liberté

Dakar","8 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/677a6bca60f7718be2d9eb6b6d5d98ee/-/horizon-files-prod/ed/picture/qenqjp4v/588a24ed87d826036364045b1854aa5aa2161f71.jpg"
"1706253085-189","https://www.expat-dakar.com/voitures?page=32","MITSUBISHI OUTLANDER 2016
VenantMitsubishi2016Automatique
VDN,
Dakar

mardi, 13:29

10 500 000 F Cfa

773175210","https://www.expat-dakar.com/annonce/mitsubishi-outlander-2016-5987974","Venant","Mitsubishi","2016","Automatique","VDN

Dakar","10 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a46c43f68a070d717299ab995371a28c/-/horizon-files-prod/ed/picture/q8v5xk6r/5bab1c4fd5430dbe37443ac15ca9efde5a3ffcc2.jpg"
"1706253088-190","https://www.expat-dakar.com/voitures?page=32","Dacia duster 3 2018
VenantDacia2018Manuelle
Patte d‘oie,
Dakar

mardi, 13:41

7 990 000 F Cfa

778610235","https://www.expat-dakar.com/annonce/dacia-duster-3-2018-5987981","Venant","Dacia","2018","Manuelle","Patte d‘oie

Dakar","7 990 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d98d01edeb0b6623966fd0fc797557f/-/horizon-files-prod/ed/picture/qj4r75kv/ea43e0b5a341e51733eaa05c4bfc479e497104da.jpg"
"1706253093-191","https://www.expat-dakar.com/voitures?page=31","Volkswagen Touareg 2011
D'occasionVolkswagen2011Automatique
Almadies,
Dakar

mardi, 15:03

9 000 000 F Cfa

776317828","https://www.expat-dakar.com/annonce/volkswagen-touareg-2011-5986140","D'occasion","Volkswagen","2011","Automatique","Almadies

Dakar","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/08f959e010cad18a842065bec21177d4/-/horizon-files-prod/ed/picture/qdekj7e0/d203981b0c9eed2cb210504d39f0df16519112ba.jpg"
"1706253095-192","https://www.expat-dakar.com/voitures?page=31","Hyundai Tucson 2016
D'occasionHyundai2016Automatique
Patte d‘oie,
Dakar

mardi, 15:12

11 000 000 F Cfa

778346464

778204545","https://www.expat-dakar.com/annonce/hyundai-tucson-2016-5988054","D'occasion","Hyundai","2016","Automatique","Patte d‘oie

Dakar","11 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c445f0e097f30b337adca010dfe0ccb4/-/horizon-files-prod/ed/picture/qrzv4j2n/49eabe10b332c00e6c9022bf1022737bb78b4f20.jpg"
"1706253097-193","https://www.expat-dakar.com/voitures?page=31","Peugeot 3008 GT Line 2017
VenantPeugeot2017Automatique
VDN,
Dakar

mardi, 15:48

16 000 000 F Cfa

773771644

765860101","https://www.expat-dakar.com/annonce/peugeot-3008-gt-line-2017-5988072","Venant","Peugeot","2017","Automatique","VDN

Dakar","16 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/98a8f8769b0b8b3a9cb1b10966dcc5bc/-/horizon-files-prod/ed/picture/qwe25kez/9be9247408a41db86b7f87b6644a5f45f70e48f0.jpg"
"1706253100-194","https://www.expat-dakar.com/voitures?page=31","Mazda cx9
VenantMazda2017Automatique
VDN,
Dakar

mardi, 15:52

17 500 000 F Cfa

773771644

765860101","https://www.expat-dakar.com/annonce/mazda-cx9-5988082","Venant","Mazda","2017","Automatique","VDN

Dakar","17 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9b37f095ed3cd642256d02091e8d3829/-/horizon-files-prod/ed/picture/qpd6qjdq/21fbebaa6014487ec364ee3c7e94b52016c417f5.jpg"
"1706253102-195","https://www.expat-dakar.com/voitures?page=31","Peugeot 3008
VenantPeugeot2016Automatique
Ouest foire,
Dakar

mardi, 15:55

8 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/peugeot-3008-5988085","Venant","Peugeot","2016","Automatique","Ouest foire

Dakar","8 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/849c629457539a4896ac014ebcb92a78/-/horizon-files-prod/ed/picture/q56x8z6n/41512c918ca64304f73c881130d89ffdd4304e3e.jpg"
"1706253105-196","https://www.expat-dakar.com/voitures?page=31","Toyota rav4
VenantToyota2009Automatique
Cité keur gorgui,
Dakar

mardi, 15:55

5 500 000 F Cfa

772707303

761946246","https://www.expat-dakar.com/annonce/toyota-rav4-5988084","Venant","Toyota","2009","Automatique","Cité keur gorgui

Dakar","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7db9a5463263244b2dafdde56332dba7/-/horizon-files-prod/ed/picture/qdekj2em/d28ca0e094301dd02e5f0fc9f3edf8ec6e85cb5f.jpg"
