web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,etat,marque,annee,boite_vitesse,adresse,prix,image_lien-src
"1706252865-107","https://www.expat-dakar.com/voitures?page=40","Renaul Express
D'occasionRenault2006Manuelle
Parcelles Assainies,
Dakar

lundi, 15:20

1 400 000 F Cfa

771310013","https://www.expat-dakar.com/annonce/renaul-express-5947282","D'occasion","Renault","2006","Manuelle","Parcelles Assainies

Dakar","1 400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6622b1521f442f9bfef3dafb28f9327f/-/horizon-files-prod/ed/picture/qpd6j7ep/46a8644f7c01fc60c387c730602e56d7c5335c15.jpg"
"1706252868-108","https://www.expat-dakar.com/voitures?page=40","Nissan Qashqai 2015
VenantNissan2015Manuelle
Ouakam,
Dakar

lundi, 15:23

9 700 000 F Cfa

768278880","https://www.expat-dakar.com/annonce/nissan-qashqai-2015-5987066","Venant","Nissan","2015","Manuelle","Ouakam

Dakar","9 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fa5130863ed51813cf9c4324a99747d7/-/horizon-files-prod/ed/picture/q6xk4q0v/cf33554b4e4d9dc7812ee8d73ca39bdd427ed6c9.jpg"
"1706252870-109","https://www.expat-dakar.com/voitures?page=40","Mitsubishi rvr 2015
D'occasionMitsubishi2015Automatique
VDN,
Dakar

lundi, 15:50

9 500 000 F Cfa

785783589","https://www.expat-dakar.com/annonce/mitsubishi-rvr-2015-5987064","D'occasion","Mitsubishi","2015","Automatique","VDN

Dakar","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0419802b6016748e530d0417403941d1/-/horizon-files-prod/ed/picture/qenqjrg9/d5eee2557f563cef7ee15e12511287683e70fcb4.jpg"
"1706252873-110","https://www.expat-dakar.com/voitures?page=40","Dacia Sandero
VenantDacia2017Manuelle
Keur Massar,
Dakar

mardi, 10:22

6 500 000 F Cfa

781502508

766092722","https://www.expat-dakar.com/annonce/dacia-sandero-5985512","Venant","Dacia","2017","Manuelle","Keur Massar

Dakar","6 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1a3f373e8140b79956640435ccfb935a/-/horizon-files-prod/ed/picture/qm5p9rww/fa3431a4ca9bf4c3cf8d3b54dfc4c09ed8579725.jpg"
"1706252878-111","https://www.expat-dakar.com/voitures?page=39","Mazda Cx 9 Gt 2017
VenantMazda2017Automatique
VDN,
Dakar

lundi, 15:45

18 500 000 F Cfa

772045576","https://www.expat-dakar.com/annonce/mazda-cx-9-gt-2017-5987082","Venant","Mazda","2017","Automatique","VDN

Dakar","18 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/188de34de2b11394f49a2d746be90d63/-/horizon-files-prod/ed/picture/qpd6q0pw/0e694225a6bd6283e16c7eb0a298fd585f99e685.jpg"
"1706252880-112","https://www.expat-dakar.com/voitures?page=39","Nissan Qashqai 2018
VenantNissan2018Automatique
Point-e,
Dakar

lundi, 15:45

11 500 000 F Cfa

779096699

775706666","https://www.expat-dakar.com/annonce/nissan-qashqai-2018-5946726","Venant","Nissan","2018","Automatique","Point-e

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8abd6b249f115173d16f2b00ab0839ab/-/horizon-files-prod/ed/picture/q9m9nw2v/18f8bdbbbb2389be9a9bd60c12258bb37a5439da.jpg"
"1706252883-113","https://www.expat-dakar.com/voitures?page=39","FORD ESCAPE 2013
D'occasionFord2013Automatique
VDN,
Dakar

lundi, 15:49

4 700 000 F Cfa

776543025","https://www.expat-dakar.com/annonce/ford-escape-2013-5987094","D'occasion","Ford","2013","Automatique","VDN

Dakar","4 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cc2ab1567eb22b53d4c982176d392f8b/-/horizon-files-prod/ed/picture/qwe25gm0/384c7c975da730ac4b6a46abd77e35ddb1a66f68.jpg"
"1706252885-114","https://www.expat-dakar.com/voitures?page=39","FORD ESCAPE 2012
D'occasionFord2012Automatique
Colobane,
Dakar

lundi, 16:07

Vendeur vérifié

4 950 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-escape-2012-5987116","D'occasion","Ford","2012","Automatique","Colobane

Dakar","4 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1a5582d16b021c0d036aa14034eeb02/-/horizon-files-prod/ed/picture/qpd6q0dr/0cb554b9ebf99628b703491a085b3e1314c624c9.jpg"
"1706252888-115","https://www.expat-dakar.com/voitures?page=39","NISSAN QASHQAI 2016
D'occasionNissan2016Automatique
VDN,
Dakar

lundi, 16:10

8 500 000 F Cfa

776446747","https://www.expat-dakar.com/annonce/nissan-qashqai-2016-5987091","D'occasion","Nissan","2016","Automatique","VDN

Dakar","8 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f53403ec06fac92f3d7e46f6947a2fe3/-/horizon-files-prod/ed/picture/q0gw0npz/4be4dbb2843b6d73671152fe637ccc8cee458966.jpg"
"1706252890-116","https://www.expat-dakar.com/voitures?page=39","Jeep Grand Cherokee 2017
VenantJeep2017Automatique
Biscuiterie,
Dakar

lundi, 16:20

16 950 000 F Cfa

776345861","https://www.expat-dakar.com/annonce/jeep-grand-cherokee-2017-5974182","Venant","Jeep","2017","Automatique","Biscuiterie

Dakar","16 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/20b82e3e8e006d57a5146e4c4515fa05/-/horizon-files-prod/ed/picture/qpd67dn4/f82420597580f8e157e3523429b79ae36a6d9e98.jpg"
"1706252893-117","https://www.expat-dakar.com/voitures?page=39","Mazda CX5 GT full options 2015
VenantMazda2015Automatique
Fenêtre mermoz,
Dakar

lundi, 16:29

9 700 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/mazda-cx5-gt-full-options-2015-5987119","Venant","Mazda","2015","Automatique","Fenêtre mermoz

Dakar","9 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/76785ee3af510f578873034129cc22a6/-/horizon-files-prod/ed/picture/q56x8960/72b4049d5f11de86ce324e711852f4e21892bc46.jpg"
"1706252895-118","https://www.expat-dakar.com/voitures?page=39","Kia sportage
VenantKia2018Automatique
Ouest foire,
Dakar

lundi, 16:31

15 000 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/kia-sportage-5987142","Venant","Kia","2018","Automatique","Ouest foire

Dakar","15 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac4a7a82ea12a7895b626d68fa6c7cb8/-/horizon-files-prod/ed/picture/qenqj954/e726510cf6a777195d372df773ef29d60b4b73be.jpg"
"1706252897-119","https://www.expat-dakar.com/voitures?page=39","Chevrolet captiva
VenantChevrolet2016Automatique
Ouest foire,
Dakar

lundi, 16:32

9 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/chevrolet-captiva-5978888","Venant","Chevrolet","2016","Automatique","Ouest foire

Dakar","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6d5056c02465291c1c5f317d7566210c/-/horizon-files-prod/ed/picture/q6xkmmx8/d94b388a0dc5db65083e347a6ce6646be164aed6.jpg"
"1706252900-120","https://www.expat-dakar.com/voitures?page=39","Ford focus 2011
D'occasionFord2011Automatique
Rufisque,
Dakar

lundi, 16:36

2 299 999 F Cfa

771016697","https://www.expat-dakar.com/annonce/ford-focus-2011-5987143","D'occasion","Ford","2011","Automatique","Rufisque

Dakar","2 299 999 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c55c136ea88ef1e9babf214c138cd60d/-/horizon-files-prod/ed/picture/qzvd5z4n/dd32e8bca9f44477684ea535d71183285c8c5881.jpg"
"1706252905-121","https://www.expat-dakar.com/voitures?page=38","Ford Explorer 2017 En excellent etat général
D'occasionFord2017Automatique
Patte d‘oie,
Dakar

lundi, 16:36

12 500 000 F Cfa

761297373","https://www.expat-dakar.com/annonce/ford-explorer-2017-en-excellent-etat-general-5987128","D'occasion","Ford","2017","Automatique","Patte d‘oie

Dakar","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5a5df5e8f13a2f1a428bf3489b357333/-/horizon-files-prod/ed/picture/qwe25gzp/a1e0d8ea20a4aaefc8d8ce701a49a4946c8713a3.jpg"
"1706252907-122","https://www.expat-dakar.com/voitures?page=38","Kia sportage
VenantKia2015Automatique
Ouest foire,
Dakar

lundi, 16:37

9 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/kia-sportage-5987145","Venant","Kia","2015","Automatique","Ouest foire

Dakar","9 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6493d5cc1d880dae8f036b5c5e50a1ff/-/horizon-files-prod/ed/picture/q785rp7n/b44aebdf4cd44ee7cf155a0402ee1d1136cc97ee.jpg"
"1706252910-123","https://www.expat-dakar.com/voitures?page=38","Peugeot 2008 année 2016
VenantPeugeot2016Automatique
Sicap Liberté,
Dakar

lundi, 18:33

7 500 000 F Cfa

781495013

772820361","https://www.expat-dakar.com/annonce/peugeot-2008-annee-2016-5984913","Venant","Peugeot","2016","Automatique","Sicap Liberté

Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb49b4f46e5f12653b1297e5de79882c/-/horizon-files-prod/ed/picture/qgq9jq00/0c33bcfcfb71a7c8aea8135beddbfb1971e4fb93.jpg"
"1706252912-124","https://www.expat-dakar.com/voitures?page=38","Hyundai Tucson full option 2017
VenantHyundai2017Automatique
Fenêtre mermoz,
Dakar

lundi, 16:46

13 000 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/hyundai-tucson-full-option-2017-5987153","Venant","Hyundai","2017","Automatique","Fenêtre mermoz

Dakar","13 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a005c5591f57dd6cda203a7c76e6f7d1/-/horizon-files-prod/ed/picture/q448q08r/7cab4cfcac6ad835faf6f699e2d69ac0644d72be.jpg"
"1706252915-125","https://www.expat-dakar.com/voitures?page=38","Mazda cx5
VenantMazda2015Automatique
Rufisque,
Dakar

lundi, 16:54

8 500 000 F Cfa

771016697","https://www.expat-dakar.com/annonce/mazda-cx5-5987158","Venant","Mazda","2015","Automatique","Rufisque

Dakar","8 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/716ff38bdfd311bad955ab0e030ea128/-/horizon-files-prod/ed/picture/qkrgvpgv/ba66ac9f7d6a74f7521197cc3ca3472574604556.jpg"
"1706252917-126","https://www.expat-dakar.com/voitures?page=38","Bmw x5
VenantBMW2015Automatique
Almadies,
Dakar

22. oct. '23, 14:28

17 000 000 F Cfa

781351108","https://www.expat-dakar.com/annonce/bmw-x5-5911605","Venant","BMW","2015","Automatique","Almadies

Dakar","17 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0e433076e073c8bb1e90eb90bdd03c08/-/horizon-files-prod/ed/picture/qngx9pg0/3aabf59bcba07bbdaf146d6024a2f2fc6ce8804d.jpg"
"1706252919-127","https://www.expat-dakar.com/voitures?page=38","Mazda CX-5 Vennat 2015
VenantMazda2015Automatique
Fenêtre mermoz,
Dakar

lundi, 16:06

8 900 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/mazda-cx-5-vennat-2015-5970250","Venant","Mazda","2015","Automatique","Fenêtre mermoz

Dakar","8 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ec70f71e5c9b2bf7bd14631ce2e2d178/-/horizon-files-prod/ed/picture/qwe2jxrm/5b43a0e5c8c341e025f1b7f135c6bf23a2a92680.jpg"
"1706252922-128","https://www.expat-dakar.com/voitures?page=38","Kia Sporteg Anne 2015
D'occasionKia2015Automatique
Fenêtre mermoz,
Dakar

lundi, 16:04

7 700 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/kia-sporteg-anne-2015-5987111","D'occasion","Kia","2015","Automatique","Fenêtre mermoz

Dakar","7 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3262008d1131f5f75ac78ee386be1ada/-/horizon-files-prod/ed/picture/qxj2egjq/6c752882684fe3e4c566f6e9c2c4e9b555e6e187.jpg"
"1706252924-129","https://www.expat-dakar.com/voitures?page=38","Mitsubishi outlander hybrid année 2019
D'occasionMitsubishi2019Automatique
Cité Damel,
Dakar

dimanche, 09:54

13 500 000 F Cfa

775483835","https://www.expat-dakar.com/annonce/mitsubishi-outlander-hybrid-annee-2019-5970211","D'occasion","Mitsubishi","2019","Automatique","Cité Damel

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bdcb8a3408805d48f5c621c67f0bf3e4/-/horizon-files-prod/ed/picture/qxj2xm28/6e0a14acd307e1ee1d42b5cc2e7813f9e278b92b.jpg"
"1706252927-130","https://www.expat-dakar.com/voitures?page=38","Jeep CHEROKEE latitude version 4/4
D'occasionJeep2015Automatique
Parcelles Assainies,
Dakar

lundi, 16:51

8 300 000 F Cfa

771840671","https://www.expat-dakar.com/annonce/jeep-cherokee-latitude-version-44-5987162","D'occasion","Jeep","2015","Automatique","Parcelles Assainies

Dakar","8 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dafe0864f41b839331aa1992ec8dd183/-/horizon-files-prod/ed/picture/qdekj0kg/63ba184db0bbf213d38e3e962fafb8077b5d0882.jpg"
"1706252932-131","https://www.expat-dakar.com/voitures?page=37","JEEP PATRIOT 2016
VenantJeep2016Automatique
Guediawaye,
Dakar

lundi, 17:55

Vendeur vérifié

6 100 000 F Cfa

771572577","https://www.expat-dakar.com/annonce/jeep-patriot-2016-5929679","Venant","Jeep","2016","Automatique","Guediawaye

Dakar","6 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d3e19db035491b8b92d1d53f036b1cb4/-/horizon-files-prod/ed/picture/qgq9pndn/567174b51151d9f5ba902fd92166c597ecda68dc.jpg"
"1706252934-132","https://www.expat-dakar.com/voitures?page=37","Hyundai Tucson essence 2017
VenantHyundai2017Automatique
Médina,
Dakar

lundi, 18:03

13 500 000 F Cfa

774987007

776092610","https://www.expat-dakar.com/annonce/hyundai-tucson-essence-2017-5986981","Venant","Hyundai","2017","Automatique","Médina

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c75ea21ce1aa7fb6987923e35904505f/-/horizon-files-prod/ed/picture/qj4r76ew/2b1162c8827263b8164233dd3ca14639b3d02938.jpg"
"1706252936-133","https://www.expat-dakar.com/voitures?page=37","Range sport essence 2015
D'occasionRange Rover2015Automatique
Cité Damel,
Dakar

lundi, 18:05

21 000 000 F Cfa

775483835","https://www.expat-dakar.com/annonce/range-sport-essence-2015-5987209","D'occasion","Range Rover","2015","Automatique","Cité Damel

Dakar","21 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/820798b1908873d672f162b564de1953/-/horizon-files-prod/ed/picture/q448q05z/3fff72b5236f17e794f7202c3ba994e9bb168bc7.jpg"
"1706252939-134","https://www.expat-dakar.com/voitures?page=37","Toyota Highlander 2015 7 place
VenantToyota2015Automatique
Cité Damel,
Dakar

lundi, 18:11

17 500 000 F Cfa

775483835","https://www.expat-dakar.com/annonce/toyota-highlander-2015-7-place-5987215","Venant","Toyota","2015","Automatique","Cité Damel

Dakar","17 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f84e8a3d2eb18c3ed42f996cf6c6d3b2/-/horizon-files-prod/ed/picture/qj4r7ppr/c18ad5a02bc2812b840c1d192c99975d4f475f0e.jpg"
"1706252941-135","https://www.expat-dakar.com/voitures?page=37","Jeep Cherokee V6 Limitud Anne 2014
D'occasionJeep2014Automatique
Fenêtre mermoz,
Dakar

lundi, 18:16

6 800 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/jeep-cherokee-v6-limitud-anne-2014-5987214","D'occasion","Jeep","2014","Automatique","Fenêtre mermoz

Dakar","6 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/49af130729ab1b7388c0ead9936d6f94/-/horizon-files-prod/ed/picture/qkrgvpp5/a00f8db3eaf35f0713dc8e43ffd15f77ebaace29.jpg"
"1706252944-136","https://www.expat-dakar.com/voitures?page=37","Kia Sporteg venat anne 2019
VenantKia2019Automatique
Fenêtre mermoz,
Dakar

lundi, 18:28

14 000 000 F Cfa

775991010","https://www.expat-dakar.com/annonce/kia-sporteg-venat-anne-2019-5987228","Venant","Kia","2019","Automatique","Fenêtre mermoz

Dakar","14 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/309ffd7c1fe6372cef97ecdf6ad6c79c/-/horizon-files-prod/ed/picture/qwe25gg6/5b3ed0f5873bfaca13718c0bf2e68b4d101b06f6.jpg"
"1706252946-137","https://www.expat-dakar.com/voitures?page=37","Kia Sportage
NeufKia2016Automatique
Parcelles Assainies,
Dakar

Hier, 22:41

12 000 000 F Cfa

781140471

763416950","https://www.expat-dakar.com/annonce/kia-sportage-5982071","Neuf","Kia","2016","Automatique","Parcelles Assainies

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/709bb2224b3fcee8cfe41d1987436bac/-/horizon-files-prod/ed/picture/qngxze80/93e7bf8c3259e1efa7ac79f5f2a202142a294df8.jpg"
"1706252949-138","https://www.expat-dakar.com/voitures?page=37","Range Rover Velar
D'occasionLand Rover2020Automatique
Almadies,
Dakar

lundi, 18:57

35 000 000 F Cfa

768177738

777845143

774542349","https://www.expat-dakar.com/annonce/range-rover-velar-5953397","D'occasion","Land Rover","2020","Automatique","Almadies

Dakar","35 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f6afdf816ca00b3e7a917dfff0f63ac5/-/horizon-files-prod/ed/picture/q448pd6e/26fb077ab3cca8b840f927d3df946039f8f1c0c8.jpg"
"1706252951-139","https://www.expat-dakar.com/voitures?page=37","Chevrolet équinoxe 2015
VenantChevrolet2015Automatique
Cité Damel,
Dakar

lundi, 19:06

7 500 000 F Cfa

775483835","https://www.expat-dakar.com/annonce/chevrolet-equinoxe-2015-5968385","Venant","Chevrolet","2015","Automatique","Cité Damel

Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fde9131a3d4a7d17b6df5f2bd5805a41/-/horizon-files-prod/ed/picture/q56xv5zp/ddff4e0f2c0ff8445b65f5eed22041fc1a83f8f4.jpg"
"1706252953-140","https://www.expat-dakar.com/voitures?page=37","Mazda CX5 2018 GTI
VenantMazda2018Automatique
VDN,
Dakar

lundi, 19:09

14 800 000 F Cfa

776449949","https://www.expat-dakar.com/annonce/mazda-cx5-2018-gti-5970674","Venant","Mazda","2018","Automatique","VDN

Dakar","14 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/60460932cdfc2a72b5c72c7ad1feca71/-/horizon-files-prod/ed/picture/q8v5n7zp/834b9491bcd22f48698b6d83b38a3f84170f7744.jpg"
"1706252958-141","https://www.expat-dakar.com/voitures?page=36","Mitsubishi Rvr 2015
VenantMitsubishi2015Automatique
VDN,
Dakar

lundi, 19:09

7 800 000 F Cfa

776449949","https://www.expat-dakar.com/annonce/mitsubishi-rvr-2015-5962725","Venant","Mitsubishi","2015","Automatique","VDN

Dakar","7 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/940497d4b731b9f0e8929495677f3d37/-/horizon-files-prod/ed/picture/q0gwdmvm/759765e2393c1e19bc5876d9ff107215f55f24d7.jpg"
"1706252961-142","https://www.expat-dakar.com/voitures?page=36","Kia Sorento Limited 7 place 2016
VenantKia2016Automatique
Sicap Sacré-cœur,
Dakar

lundi, 19:10

13 500 000 F Cfa

776449949","https://www.expat-dakar.com/annonce/kia-sorento-limited-7-place-2016-5892247","Venant","Kia","2016","Automatique","Sicap Sacré-cœur

Dakar","13 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4f44f78beb937ab4dcb770259da90461/-/horizon-files-prod/ed/picture/q0gww9gd/5b54a74213090365c4cf8e7f3de14f5c17068a0f.jpg"
"1706252963-143","https://www.expat-dakar.com/voitures?page=36","Hyundai Tucson 2016
VenantHyundai2016Automatique
Mamelles,
Dakar

lundi, 19:10

11 500 000 F Cfa

776449949","https://www.expat-dakar.com/annonce/hyundai-tucson-2016-5907086","Venant","Hyundai","2016","Automatique","Mamelles

Dakar","11 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/eebd91e62d23a05f34b04066ee4d62f1/-/horizon-files-prod/ed/picture/qenqvk86/fe95d24db886e7973c20b8b3d131aa8ad29a0e46.jpg"
"1706252966-144","https://www.expat-dakar.com/voitures?page=36","Mitsubishi outlander 2.0L
VenantMitsubishi2015Automatique
Liberte 6 extension,
Dakar

lundi, 21:01

8 200 000 F Cfa

776974726","https://www.expat-dakar.com/annonce/mitsubishi-outlander-20l-5978917","Venant","Mitsubishi","2015","Automatique","Liberte 6 extension

Dakar","8 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/406136aaf44a0535d716ab5dec5e942a/-/horizon-files-prod/ed/picture/q2jqddrp/0a9e782ae433bdfe467dc7e44453a5f43b4d392a.jpg"
"1706252968-145","https://www.expat-dakar.com/voitures?page=36","Jeep cherokee
VenantJeep2015Automatique
Ouest foire,
Dakar

lundi, 21:00

9 000 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/jeep-cherokee-5987187","Venant","Jeep","2015","Automatique","Ouest foire

Dakar","9 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/81d5c0e37d57538e76263d4229f32242/-/horizon-files-prod/ed/picture/qzvd5zpn/52981ec5c064bfd57075f428b4f5062424e9cf5f.jpg"
"1706252970-146","https://www.expat-dakar.com/voitures?page=36","Mazda cx5 2016
NeufMazda2016Automatique
Cité Damel,
Dakar

lundi, 22:16

10 100 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/mazda-cx5-2016-5978751","Neuf","Mazda","2016","Automatique","Cité Damel

Dakar","10 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/64289340780b97425e6a6aad338fd13d/-/horizon-files-prod/ed/picture/qq47vge6/f5ac0a19363ff71359ed15b70d2ede7d0b8b6be6.jpg"
"1706252973-147","https://www.expat-dakar.com/voitures?page=36","KIA K5 2015
NeufKia2015Automatique
Cité Damel,
Dakar

lundi, 22:17

7 000 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/kia-k5-2015-5983469","Neuf","Kia","2015","Automatique","Cité Damel

Dakar","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee0fc4501995eadb30106ca64c09ab3d/-/horizon-files-prod/ed/picture/q0gwzqze/f2b6c5dcc4c561111cfbb50096ba18d944c89ae9.jpg"
"1706252975-148","https://www.expat-dakar.com/voitures?page=36","FORD EXPLORER LIMITED 2020
NeufFord2020Automatique
Cité Damel,
Dakar

lundi, 22:17

28 000 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/ford-explorer-limited-2020-5980731","Neuf","Ford","2020","Automatique","Cité Damel

Dakar","28 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bbaccbb214f7a9ddc7b1e5ce3cbff8f/-/horizon-files-prod/ed/picture/q448mwzp/9d1c0b4a4ef15cd5530f30db6d551802d305dba4.jpg"
"1706252978-149","https://www.expat-dakar.com/voitures?page=36","TOYOTA RAV 4 ANNÉE 2017
NeufToyota2017Automatique
Cité Damel,
Dakar

lundi, 22:17

15 900 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/toyota-rav-4-annee-2017-5975712","Neuf","Toyota","2017","Automatique","Cité Damel

Dakar","15 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/854bdd87a85f16ed3c406838bc77e8aa/-/horizon-files-prod/ed/picture/qm5p4g46/b14e6b078ea9f98bfe5bc89eb14cb1b91dc1f539.jpg"
"1706252981-150","https://www.expat-dakar.com/voitures?page=36","Hundia Tucson 2016
D'occasionHyundai2016Automatique
Parcelles Assainies,
Dakar

lundi, 23:07

8 500 000 F Cfa

775666232

774091928

775666232","https://www.expat-dakar.com/annonce/hundia-tucson-2016-5987358","D'occasion","Hyundai","2016","Automatique","Parcelles Assainies

Dakar","8 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/75722d3957fe26ade02a9a8b7dc3719b/-/horizon-files-prod/ed/picture/qkrgvpvn/fd7b5c32a0e2629f59788d7b6822af6a3dcde9ff.jpg"
"1706252986-151","https://www.expat-dakar.com/voitures?page=35","Ford explorer
VenantFord2017Automatique
Mermoz,
Dakar

mardi, 00:47

16 500 000 F Cfa

776295555

338679373","https://www.expat-dakar.com/annonce/ford-explorer-5926431","Venant","Ford","2017","Automatique","Mermoz

Dakar","16 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9666eedd57a248f3b75b9a0b2dfd3d21/-/horizon-files-prod/ed/picture/q4480q95/d9649464c6f646e80556f458bd153c0a69a93f21.jpg"
"1706252988-152","https://www.expat-dakar.com/voitures?page=35","Ford escape sel
D'occasionFord2013Automatique
Parcelles Assainies,
Dakar

mardi, 06:14

5 300 000 F Cfa

775666232

774091928

775666232","https://www.expat-dakar.com/annonce/ford-escape-sel-5987468","D'occasion","Ford","2013","Automatique","Parcelles Assainies

Dakar","5 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7520a04ce81fcecd259e2e104bf748e/-/horizon-files-prod/ed/picture/qv4e5g6v/4eb7cd48a2183093fada649a76f2879d4fa37b74.jpg"
"1706252991-153","https://www.expat-dakar.com/voitures?page=35","HYUNDAI TUCSON FULL OPTIONS
VenantHyundai2015Automatique
Mermoz,
Dakar

mardi, 07:33

Vendeur vérifié

8 850 000 F Cfa

776537253

767735257","https://www.expat-dakar.com/annonce/hyundai-tucson-full-options-5987526","Venant","Hyundai","2015","Automatique","Mermoz

Dakar","8 850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0873b8687da2c8d4309f91c0f6a29178/-/horizon-files-prod/ed/picture/q9m965p5/39482d4d9151c155a1d5d4d568b7d4f0ab9def4c.jpg"
"1706252993-154","https://www.expat-dakar.com/voitures?page=35","Kia Sorento 2016
VenantKia2016Automatique
Guediawaye,
Dakar

19. déc. '23, 14:01

10 000 000 F Cfa

772190403

775944545","https://www.expat-dakar.com/annonce/kia-sorento-2016-5950528","Venant","Kia","2016","Automatique","Guediawaye

Dakar","10 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ad4201e2b1e523d14495a82ed501211/-/horizon-files-prod/ed/picture/qwe2k4j5/0df53c37ee2d61446d2337dd13954e9f871ac405.jpg"
"1706252996-155","https://www.expat-dakar.com/voitures?page=35","Bmw x5
VenantBMW2015Automatique
Ouest foire,
Dakar

vendredi, 16:40

18 000 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/bmw-x5-5978895","Venant","BMW","2015","Automatique","Ouest foire

Dakar","18 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e430f6cdd0154d01c016e681470b272/-/horizon-files-prod/ed/picture/qq47vv4p/9e0587ba1990985230e233adc90f2dfce35ebe63.jpg"
